AREA,ST,STATE,OCC_CODE,OCC_TITLE,OCC_GROUP,TOT_EMP,EMP_PRSE
01,AL,Alabama,21-2011,Clergy,,400,9.4
01,AL,Alabama,21-2021,"Directors, Religious Activities and Education",,50,32.4
01,AL,Alabama,23-0000,Legal Occupations,major,9350,3.2
01,AL,Alabama,23-1011,Lawyers,,5120,4.6
01,AL,Alabama,23-1012,Judicial Law Clerks,,0,0
01,AL,Alabama,23-1021,"Administrative Law Judges, Adjudicators, and Hearing Officers",,130,1.4
01,AL,Alabama,23-1022,"Arbitrators, Mediators, and Conciliators",,60,8.3
01,AL,Alabama,23-1023,"Judges, Magistrate Judges, and Magistrates",,480,4.8
01,AL,Alabama,23-2011,Paralegals and Legal Assistants*,,2720,7.1
01,AL,Alabama,23-2091,Court Reporters,,220,22.3
01,AL,Alabama,23-2093,"Title Examiners, Abstractors, and Searchers",,330,28.1
01,AL,Alabama,23-2099,"Legal Support Workers, All Other",,220,14.4
01,AL,Alabama,25-0000,"Education, Training, and Library Occupations",major,106630,1.8
01,AL,Alabama,25-1011,"Business Teachers, Postsecondary",,1230,10.8
01,AL,Alabama,25-1021,"Computer Science Teachers, Postsecondary",,520,7.0
01,AL,Alabama,25-1022,"Mathematical Science Teachers, Postsecondary",,720,4.2
01,AL,Alabama,25-1031,"Architecture Teachers, Postsecondary",,50,0.0
01,AL,Alabama,25-1032,"Engineering Teachers, Postsecondary",,610,3.5
01,AL,Alabama,25-1041,"Agricultural Sciences Teachers, Postsecondary",,210,0.0
01,AL,Alabama,25-1042,"Biological Science Teachers, Postsecondary",,1480,2.6
01,AL,Alabama,25-1051,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",,70,3.5
01,AL,Alabama,25-1052,"Chemistry Teachers, Postsecondary",,240,5.8
01,AL,Alabama,25-1054,"Physics Teachers, Postsecondary",,190,4.7
01,AL,Alabama,25-1063,"Economics Teachers, Postsecondary",,150,9.3
01,AL,Alabama,25-1064,"Geography Teachers, Postsecondary",,50,4.0
01,AL,Alabama,25-1065,"Political Science Teachers, Postsecondary",,210,13.6
01,AL,Alabama,25-1066,"Psychology Teachers, Postsecondary",,440,6.7
01,AL,Alabama,25-1067,"Sociology Teachers, Postsecondary",,140,11.4
01,AL,Alabama,25-1071,"Health Specialties Teachers, Postsecondary",,2400,1.4
01,AL,Alabama,25-1072,"Nursing Instructors and Teachers, Postsecondary",,1330,15.3
01,AL,Alabama,25-1081,"Education Teachers, Postsecondary",,960,6.4
01,AL,Alabama,25-1082,"Library Science Teachers, Postsecondary",,170,7.1
01,AL,Alabama,25-1111,"Criminal Justice and Law Enforcement Teachers, Postsecondary",,190,11.3
01,AL,Alabama,25-1112,"Law Teachers, Postsecondary",,360,29.3
01,AL,Alabama,25-1113,"Social Work Teachers, Postsecondary",,110,8.2
01,AL,Alabama,25-1121,"Art, Drama, and Music Teachers, Postsecondary",,760,5.3
01,AL,Alabama,25-1122,"Communications Teachers, Postsecondary",,330,7.0
01,AL,Alabama,25-1123,"English Language and Literature Teachers, Postsecondary",,1050,4.7
01,AL,Alabama,25-1124,"Foreign Language and Literature Teachers, Postsecondary",,220,4.0
01,AL,Alabama,25-1125,"History Teachers, Postsecondary",,380,9.0
01,AL,Alabama,25-1126,"Philosophy and Religion Teachers, Postsecondary",,230,11.7
01,AL,Alabama,25-1191,Graduate Teaching Assistants,,0,0
01,AL,Alabama,25-1192,"Home Economics Teachers, Postsecondary",,140,2.8
01,AL,Alabama,25-1193,"Recreation and Fitness Studies Teachers, Postsecondary",,210,12.0
01,AL,Alabama,25-1194,"Vocational Education Teachers, Postsecondary",,2210,9.4
01,AL,Alabama,25-1199,"Postsecondary Teachers, All Other",,330,10.9
01,AL,Alabama,25-2011,"Preschool Teachers, Except Special Education",,1720,12.3
01,AL,Alabama,25-2012,"Kindergarten Teachers, Except Special Education",,3510,17.2
01,AL,Alabama,25-2021,"Elementary School Teachers, Except Special Education",,21170,9.4
01,AL,Alabama,25-2022,"Middle School Teachers, Except Special and Career/Technical Education",,7560,11.1
01,AL,Alabama,25-2023,"Career/Technical Education Teachers, Middle School",,170,26.3
01,AL,Alabama,25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",,14880,14.6
01,AL,Alabama,25-2032,"Career/Technical Education Teachers, Secondary School",,1100,15.7
01,AL,Alabama,25-2041,"Special Education Teachers, Preschool, Kindergarten, and Elementary School*",,2010,6.9
01,AL,Alabama,25-2053,"Special Education Teachers, Middle School",,780,16.8
01,AL,Alabama,25-2054,"Special Education Teachers, Secondary School",,1150,12.4
01,AL,Alabama,25-3011,Adult Basic and Secondary Education and Literacy Teachers and Instructors,,680,17.0
01,AL,Alabama,25-3021,Self-Enrichment Education Teachers,,1650,9.4
01,AL,Alabama,25-3999,"Teachers and Instructors, All Other*",,17810,9.1
01,AL,Alabama,25-4011,Archivists,,70,1.3
01,AL,Alabama,25-4012,Curators,,120,12.2
01,AL,Alabama,25-4013,Museum Technicians and Conservators,,90,8.0
01,AL,Alabama,25-4021,Librarians,,2000,4.4
01,AL,Alabama,25-4031,Library Technicians,,1250,4.9
01,AL,Alabama,25-9011,Audio-Visual and Multimedia Collections Specialists,,50,12.8
01,AL,Alabama,25-9021,Farm and Home Management Advisors,,520,14.5
01,AL,Alabama,25-9031,Instructional Coordinators,,1280,13.4
01,AL,Alabama,25-9041,Teacher Assistants,,8520,4.3
01,AL,Alabama,25-9099,"Education, Training, and Library Workers, All Other",,320,9.9
01,AL,Alabama,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,19090,3.7
01,AL,Alabama,27-1011,Art Directors,,150,12.7
01,AL,Alabama,27-1012,Craft Artists,,160,20.1
01,AL,Alabama,27-1013,"Fine Artists, Including Painters, Sculptors, and Illustrators",,50,35.5
01,AL,Alabama,27-1014,Multimedia Artists and Animators,,70,23.7
01,AL,Alabama,27-1021,Commercial and Industrial Designers,,80,13.3
01,AL,Alabama,27-1022,Fashion Designers,,40,44.2
01,AL,Alabama,27-1023,Floral Designers,,830,8.0
01,AL,Alabama,27-1024,Graphic Designers,,1550,5.6
01,AL,Alabama,27-1025,Interior Designers,,380,18.3
01,AL,Alabama,27-1026,Merchandise Displayers and Window Trimmers,,2890,13.6
01,AL,Alabama,27-1027,Set and Exhibit Designers,,40,10.8
01,AL,Alabama,27-1029,"Designers, All Other",,0,0
01,AL,Alabama,27-2012,Producers and Directors,,560,8.0
01,AL,Alabama,27-2022,Coaches and Scouts,,2620,17.4
01,AL,Alabama,27-2023,"Umpires, Referees, and Other Sports Officials",,70,17.9
01,AL,Alabama,27-2032,Choreographers,,520,27.2
01,AL,Alabama,27-2041,Music Directors and Composers,,350,13.2
01,AL,Alabama,27-2042,Musicians and Singers,,320,27.5
01,AL,Alabama,27-3011,Radio and Television Announcers,,780,12.1
01,AL,Alabama,27-3021,Broadcast News Analysts,,130,45.3
01,AL,Alabama,27-3022,Reporters and Correspondents,,540,11.0
01,AL,Alabama,27-3031,Public Relations Specialists,,2700,4.5
01,AL,Alabama,27-3041,Editors,,800,10.7
01,AL,Alabama,27-3042,Technical Writers,,720,10.3
01,AL,Alabama,27-3043,Writers and Authors,,220,11.4
01,AL,Alabama,27-3091,Interpreters and Translators,,220,8.9
01,AL,Alabama,27-4011,Audio and Video Equipment Technicians,,350,15.1
01,AL,Alabama,27-4012,Broadcast Technicians,,330,18.3
01,AL,Alabama,27-4014,Sound Engineering Technicians,,70,28.3
01,AL,Alabama,27-4021,Photographers,,890,7.5
01,AL,Alabama,27-4031,"Camera Operators, Television, Video, and Motion Picture",,150,13.2
01,AL,Alabama,27-4032,Film and Video Editors,,160,15.1
01,AL,Alabama,27-4099,"Media and Communication Equipment Workers, All Other",,70,5.9
01,AL,Alabama,29-0000,Healthcare Practitioners and Technical Occupations,major,116460,1.6
01,AL,Alabama,29-1011,Chiropractors,,230,16.1
01,AL,Alabama,29-1021,"Dentists, General",,820,15.9
01,AL,Alabama,29-1023,Orthodontists,,70,35.7
01,AL,Alabama,29-1029,"Dentists, All Other Specialists",,50,30.6
01,AL,Alabama,29-1031,Dietitians and Nutritionists,,650,5.6
01,AL,Alabama,29-1041,Optometrists,,310,16.7
01,AL,Alabama,29-1051,Pharmacists,,4950,3.2
01,AL,Alabama,29-1061,Anesthesiologists,,360,33.4
01,AL,Alabama,29-1062,Family and General Practitioners,,570,16.0
01,AL,Alabama,29-1063,"Internists, General",,350,14.4
01,AL,Alabama,29-1064,Obstetricians and Gynecologists,,180,24.0
01,AL,Alabama,29-1065,"Pediatricians, General",,390,19.4
01,AL,Alabama,29-1066,Psychiatrists,,290,23.0
01,AL,Alabama,29-1067,Surgeons,,340,21.6
01,AL,Alabama,29-1069,"Physicians and Surgeons, All Other",,3900,6.4
01,AL,Alabama,29-1071,Physician Assistants,,490,15.2
01,AL,Alabama,29-1081,Podiatrists,,100,20.3
01,AL,Alabama,29-1111,Registered Nurses*,,45400,2.4
01,AL,Alabama,29-1122,Occupational Therapists,,1060,9.5
01,AL,Alabama,29-1123,Physical Therapists,,1910,6.9
01,AL,Alabama,29-1124,Radiation Therapists,,260,26.2
01,AL,Alabama,29-1125,Recreational Therapists,,120,11.7
01,AL,Alabama,29-1126,Respiratory Therapists,,2110,6.8
01,AL,Alabama,29-1127,Speech-Language Pathologists,,910,8.6
01,AL,Alabama,29-1128,"Therapists, All Other*",,80,16.1
01,AL,Alabama,29-1131,Veterinarians,,810,6.0
01,AL,Alabama,29-1181,Audiologists,,120,28.2
01,AL,Alabama,29-2011,Medical and Clinical Laboratory Technologists,,2370,3.7
01,AL,Alabama,29-2012,Medical and Clinical Laboratory Technicians,,2210,4.0
01,AL,Alabama,29-2021,Dental Hygienists,,3250,6.2
01,AL,Alabama,29-2031,Cardiovascular Technologists and Technicians,,830,4.2
01,AL,Alabama,29-2032,Diagnostic Medical Sonographers,,1030,6.7
01,AL,Alabama,29-2033,Nuclear Medicine Technologists,,420,9.6
01,AL,Alabama,29-2037,Radiologic Technologists and Technicians*,,3780,3.8
01,AL,Alabama,29-2041,Emergency Medical Technicians and Paramedics,,3610,9.2
01,AL,Alabama,29-2051,Dietetic Technicians,,110,12.7
01,AL,Alabama,29-2052,Pharmacy Technicians,,6420,5.5
01,AL,Alabama,29-2053,Psychiatric Technicians,,1100,16.3
01,AL,Alabama,29-2054,Respiratory Therapy Technicians,,390,6.5
01,AL,Alabama,29-2055,Surgical Technologists,,1800,5.1
01,AL,Alabama,29-2056,Veterinary Technologists and Technicians,,860,22.4
01,AL,Alabama,29-2061,Licensed Practical and Licensed Vocational Nurses,,14290,2.8
01,AL,Alabama,29-2071,Medical Records and Health Information Technicians,,2660,4.5
01,AL,Alabama,29-2081,"Opticians, Dispensing",,610,11.6
01,AL,Alabama,29-2091,Orthotists and Prosthetists,,120,21.6
01,AL,Alabama,29-2799,"Health Technologists and Technicians, All Other*",,860,14.7
01,AL,Alabama,29-9011,Occupational Health and Safety Specialists,,940,18.5
01,AL,Alabama,29-9012,Occupational Health and Safety Technicians,,130,8.5
01,AL,Alabama,29-9091,Athletic Trainers,,270,23.1
01,AL,Alabama,29-9799,"Healthcare Practitioners and Technical Workers, All Other*",,560,10.9
01,AL,Alabama,31-0000,Healthcare Support Occupations,major,49740,2.2
01,AL,Alabama,31-1011,Home Health Aides,,8310,8.8
01,AL,Alabama,31-1012,"Nursing Aides, Orderlies, and Attendants*",,21040,3.4
01,AL,Alabama,31-1013,Psychiatric Aides,,1400,12.3
01,AL,Alabama,31-2011,Occupational Therapy Assistants,,300,12.6
01,AL,Alabama,31-2021,Physical Therapist Assistants,,1620,7.9
01,AL,Alabama,31-2022,Physical Therapist Aides,,600,13.1
01,AL,Alabama,31-9011,Massage Therapists,,350,25.5
01,AL,Alabama,31-9091,Dental Assistants,,2910,6.5
01,AL,Alabama,31-9092,Medical Assistants,,6590,4.7
01,AL,Alabama,31-9093,Medical Equipment Preparers,,850,6.4
01,AL,Alabama,31-9094,Medical Transcriptionists,,1100,7.6
01,AL,Alabama,31-9095,Pharmacy Aides,,720,22.2
01,AL,Alabama,31-9096,Veterinary Assistants and Laboratory Animal Caretakers,,1250,12.3
01,AL,Alabama,31-9799,"Healthcare Support Workers, All Other*",,2680,6.0
01,AL,Alabama,33-0000,Protective Service Occupations,major,44150,1.9
01,AL,Alabama,33-1011,First-Line Supervisors of Correctional Officers,,420,0.9
01,AL,Alabama,33-1012,First-Line Supervisors of Police and Detectives,,1000,2.8
01,AL,Alabama,33-1021,First-Line Supervisors of Fire Fighting and Prevention Workers,,1090,3.3
01,AL,Alabama,33-1099,"First-Line Supervisors of Protective Service Workers, All Other",,450,8.6
01,AL,Alabama,33-2011,Firefighters,,5180,3.6
01,AL,Alabama,33-2021,Fire Inspectors and Investigators,,170,18.2
01,AL,Alabama,33-2022,Forest Fire Inspectors and Prevention Specialists,,50,0.0
01,AL,Alabama,33-3011,Bailiffs,,50,7.3
01,AL,Alabama,33-3012,Correctional Officers and Jailers,,5830,0.9
01,AL,Alabama,33-3021,Detectives and Criminal Investigators,,1100,1.6
01,AL,Alabama,33-3031,Fish and Game Wardens,,220,0.0
01,AL,Alabama,33-3041,Parking Enforcement Workers,,70,18.3
01,AL,Alabama,33-3051,Police and Sheriff's Patrol Officers,,11370,2.6
01,AL,Alabama,33-9011,Animal Control Workers,,250,3.3
01,AL,Alabama,33-9021,Private Detectives and Investigators,,270,40.5
01,AL,Alabama,33-9031,Gaming Surveillance Officers and Gaming Investigators,,40,26.7
01,AL,Alabama,33-9032,Security Guards,,13950,4.9
01,AL,Alabama,33-9091,Crossing Guards,,610,7.1
01,AL,Alabama,33-9092,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",,1150,9.4
01,AL,Alabama,33-9093,Transportation Security Screeners* (federal only),,300,0.0
01,AL,Alabama,33-9099,"Protective Service Workers, All Other *",,570,15.0
01,AL,Alabama,35-0000,Food Preparation and Serving Related Occupations,major,142120,1.1
01,AL,Alabama,35-1011,Chefs and Head Cooks,,400,21.5
01,AL,Alabama,35-1012,First-Line Supervisors of Food Preparation and Serving Workers,,14690,3.1
01,AL,Alabama,35-2011,"Cooks, Fast Food",,10180,8.9
01,AL,Alabama,35-2012,"Cooks, Institution and Cafeteria",,8140,3.5
01,AL,Alabama,35-2014,"Cooks, Restaurant",,13180,5.1
01,AL,Alabama,35-2015,"Cooks, Short Order",,1290,26.3
01,AL,Alabama,35-2019,"Cooks, All Other",,160,43.2
01,AL,Alabama,35-2021,Food Preparation Workers,,9760,9.1
01,AL,Alabama,35-3011,Bartenders,,2740,7.1
01,AL,Alabama,35-3021,"Combined Food Preparation and Serving Workers, Including Fast Food",,37240,3.9
01,AL,Alabama,35-3022,"Counter Attendants, Cafeteria, Food Concession, and Coffee Shop",,3280,14.1
01,AL,Alabama,35-3031,Waiters and Waitresses,,27620,3.4
01,AL,Alabama,35-3041,"Food Servers, Nonrestaurant",,2090,7.9
01,AL,Alabama,35-9011,Dining Room and Cafeteria Attendants and Bartender Helpers,,1470,11.9
01,AL,Alabama,35-9021,Dishwashers,,5370,6.7
01,AL,Alabama,35-9031,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",,4450,9.9
01,AL,Alabama,35-9099,"Food Preparation and Serving Related Workers, All Other",,80,32.0
01,AL,Alabama,37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,52780,1.8
01,AL,Alabama,37-1011,First-Line Supervisors of Housekeeping and Janitorial Workers,,1970,6.1
01,AL,Alabama,37-1012,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",,1740,6.1
01,AL,Alabama,37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",,25830,3.1
01,AL,Alabama,37-2012,Maids and Housekeeping Cleaners,,10130,6.0
01,AL,Alabama,37-2021,Pest Control Workers,,1830,5.0
01,AL,Alabama,37-3011,Landscaping and Groundskeeping Workers,,10340,3.5
01,AL,Alabama,37-3012,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",,350,30.7
01,AL,Alabama,37-3013,Tree Trimmers and Pruners,,500,20.0
01,AL,Alabama,37-3019,"Grounds Maintenance Workers, All Other",,0,0
01,AL,Alabama,39-0000,Personal Care and Service Occupations,major,40440,4.4
01,AL,Alabama,39-1021,First-Line Supervisors of Personal Service Workers,,1750,6.4
01,AL,Alabama,39-2011,Animal Trainers,,120,14.7
01,AL,Alabama,39-2021,Nonfarm Animal Caretakers,,1770,8.6
01,AL,Alabama,39-3012,Gaming and Sports Book Writers and Runners,,70,34.2
01,AL,Alabama,39-3021,Motion Picture Projectionists,,60,23.0
01,AL,Alabama,39-3031,"Ushers, Lobby Attendants, and Ticket Takers",,2280,6.7
