AREA,ST,STATE,OCC_CODE,OCC_TITLE,OCC_GROUP,TOT_EMP,EMP_PRSE
01,AL,Alabama,13-1021,"Purchasing agents and buyers, farm products",,130,25.4
01,AL,Alabama,13-1022,"Wholesale and retail buyers, except farm products",,1280,8.1
01,AL,Alabama,13-1023,"Purchasing agents, except wholesale, retail, and farm products",,4790,3.1
01,AL,Alabama,13-1031,"Claims adjusters, examiners, and investigators",,2760,9.6
01,AL,Alabama,13-1032,"Insurance appraisers, auto damage",,100,30.2
01,AL,Alabama,13-1041,"Compliance officers, except agriculture, construction, health and safety, and transportation",,1860,4.5
01,AL,Alabama,13-1051,Cost estimators,,2340,5.1
01,AL,Alabama,13-1061,Emergency management specialists,,380,4.2
01,AL,Alabama,13-1071,"Employment, recruitment, and placement specialists",,1320,6.0
01,AL,Alabama,13-1072,"Compensation, benefits, and job analysis specialists",,790,7.8
01,AL,Alabama,13-1073,Training and development specialists,,2010,7.6
01,AL,Alabama,13-1079,"Human resources, training, and labor relations specialists, all other",,2770,4.7
01,AL,Alabama,13-1081,Logisticians,,1870,3.6
01,AL,Alabama,13-1111,Management analysts,,5250,10.1
01,AL,Alabama,13-1121,Meeting and convention planners,,200,13.1
01,AL,Alabama,13-1199,"Business operations specialists, all other",,8090,4.6
01,AL,Alabama,13-2011,Accountants and auditors,,12770,2.9
01,AL,Alabama,13-2021,Appraisers and assessors of real estate,,920,10.3
01,AL,Alabama,13-2031,Budget analysts,,810,10.5
01,AL,Alabama,13-2041,Credit analysts,,530,12.4
01,AL,Alabama,13-2051,Financial analysts,,1140,16.1
01,AL,Alabama,13-2052,Personal financial advisors,,1240,15.8
01,AL,Alabama,13-2053,Insurance underwriters,,870,22.2
01,AL,Alabama,13-2061,Financial examiners,,290,22.6
01,AL,Alabama,13-2071,Loan counselors,,770,40.3
01,AL,Alabama,13-2072,Loan officers,,3880,7.3
01,AL,Alabama,13-2081,"Tax examiners, collectors, and revenue agents",,610,5.9
01,AL,Alabama,13-2082,Tax preparers,,840,25.7
01,AL,Alabama,13-2099,"Financial specialists, all other",,890,13.9
01,AL,Alabama,15-0000,Computer and mathematical occupations,major,33590,4.3
01,AL,Alabama,15-1011,"Computer and information scientists, research",,470,13.6
01,AL,Alabama,15-1021,Computer programmers,,4700,10.6
01,AL,Alabama,15-1031,"Computer software engineers, applications",,3440,13.2
01,AL,Alabama,15-1032,"Computer software engineers, systems software",,3230,9.0
01,AL,Alabama,15-1041,Computer support specialists,,5020,9.5
01,AL,Alabama,15-1051,Computer systems analysts,,7090,10.7
01,AL,Alabama,15-1061,Database administrators,,850,6.4
01,AL,Alabama,15-1071,Network and computer systems administrators,,3670,5.5
01,AL,Alabama,15-1081,Network systems and data communications analysts,,1930,5.1
01,AL,Alabama,15-1099,"Computer specialists, all other",,2320,7.9
01,AL,Alabama,15-2011,Actuaries,,50,17.7
01,AL,Alabama,15-2021,Mathematicians,,40,40.6
01,AL,Alabama,15-2031,Operations research analysts,,620,11.6
01,AL,Alabama,15-2041,Statisticians,,150,14.8
01,AL,Alabama,17-0000,Architecture and engineering occupations,major,40360,3.0
01,AL,Alabama,17-1011,"Architects, except landscape and naval",,1020,15.6
01,AL,Alabama,17-1012,Landscape architects,,100,38.4
01,AL,Alabama,17-1021,Cartographers and photogrammetrists,,300,21.9
01,AL,Alabama,17-1022,Surveyors,,960,8.4
01,AL,Alabama,17-2011,Aerospace engineers,,3640,21.1
01,AL,Alabama,17-2021,Agricultural engineers,,30,15.1
01,AL,Alabama,17-2031,Biomedical engineers,,80,30.0
01,AL,Alabama,17-2041,Chemical engineers,,690,8.3
01,AL,Alabama,17-2051,Civil engineers,,3030,5.0
01,AL,Alabama,17-2061,Computer hardware engineers,,1210,16.1
01,AL,Alabama,17-2071,Electrical engineers,,3040,8.3
01,AL,Alabama,17-2072,"Electronics engineers, except computer",,1480,9.3
01,AL,Alabama,17-2081,Environmental engineers,,910,10.9
01,AL,Alabama,17-2111,"Health and safety engineers, except mining safety engineers and inspectors",,260,11.1
01,AL,Alabama,17-2112,Industrial engineers,,2190,5.7
01,AL,Alabama,17-2121,Marine engineers and naval architects,,0,0
01,AL,Alabama,17-2131,Materials engineers,,510,12.8
01,AL,Alabama,17-2141,Mechanical engineers,,3910,9.2
01,AL,Alabama,17-2151,"Mining and geological engineers, including mining safety engineers",,120,15.4
01,AL,Alabama,17-2171,Petroleum engineers,,0,0
01,AL,Alabama,17-2199,"Engineers, all other",,3460,6.7
01,AL,Alabama,17-3011,Architectural and civil drafters,,1680,9.8
01,AL,Alabama,17-3012,Electrical and electronics drafters,,740,10.5
01,AL,Alabama,17-3013,Mechanical drafters,,880,8.2
01,AL,Alabama,17-3019,"Drafters, all other",,700,13.7
01,AL,Alabama,17-3021,Aerospace engineering and operations technicians,,0,0
01,AL,Alabama,17-3022,Civil engineering technicians,,1890,5.2
01,AL,Alabama,17-3023,Electrical and electronic engineering technicians,,2700,13.1
01,AL,Alabama,17-3024,Electro-mechanical technicians,,150,18.2
01,AL,Alabama,17-3025,Environmental engineering technicians,,290,15.6
01,AL,Alabama,17-3026,Industrial engineering technicians,,600,7.2
01,AL,Alabama,17-3027,Mechanical engineering technicians,,630,35.9
01,AL,Alabama,17-3029,"Engineering technicians, except drafters, all other",,1460,18.0
01,AL,Alabama,17-3031,Surveying and mapping technicians,,1360,8.3
01,AL,Alabama,19-0000,"Life, physical, and social science occupations",major,10160,6.6
01,AL,Alabama,19-1012,Food scientists and technologists,,110,22.2
01,AL,Alabama,19-1013,Soil and plant scientists,,70,8.1
01,AL,Alabama,19-1022,Microbiologists,,140,5.8
01,AL,Alabama,19-1023,Zoologists and wildlife biologists,,120,3.1
01,AL,Alabama,19-1029,"Biological scientists, all other",,160,7.6
01,AL,Alabama,19-1031,Conservation scientists,,110,6.9
01,AL,Alabama,19-1032,Foresters,,310,11.9
01,AL,Alabama,19-1041,Epidemiologists,,60,1.6
01,AL,Alabama,19-1042,"Medical scientists, except epidemiologists",,140,24.4
01,AL,Alabama,19-1099,"Life scientists, all other",,120,1.7
01,AL,Alabama,19-2012,Physicists,,200,7.4
01,AL,Alabama,19-2021,Atmospheric and space scientists,,130,13.2
01,AL,Alabama,19-2031,Chemists,,580,10.0
01,AL,Alabama,19-2032,Materials scientists,,40,38.3
01,AL,Alabama,19-2041,"Environmental scientists and specialists, including health",,1010,5.4
01,AL,Alabama,19-2042,"Geoscientists, except hydrologists and geographers",,160,26.0
01,AL,Alabama,19-2043,Hydrologists,,40,18.7
01,AL,Alabama,19-2099,"Physical scientists, all other",,130,1.5
01,AL,Alabama,19-3011,Economists,,50,13.4
01,AL,Alabama,19-3021,Market research analysts,,1520,18.7
01,AL,Alabama,19-3022,Survey researchers,,100,25.8
01,AL,Alabama,19-3031,"Clinical, counseling, and school psychologists",,650,14.3
01,AL,Alabama,19-3039,"Psychologists, all other",,70,2.6
01,AL,Alabama,19-3051,Urban and regional planners,,320,8.3
01,AL,Alabama,19-3093,Historians,,60,5.9
01,AL,Alabama,19-3099,"Social scientists and related workers, all other",,200,25.5
01,AL,Alabama,19-4011,Agricultural and food science technicians,,0,0
01,AL,Alabama,19-4021,Biological technicians,,500,17.1
01,AL,Alabama,19-4031,Chemical technicians,,980,11.0
01,AL,Alabama,19-4041,Geological and petroleum technicians,,0,0
01,AL,Alabama,19-4091,"Environmental science and protection technicians, including health",,250,12.2
01,AL,Alabama,19-4092,Forensic science technicians,,0,0
01,AL,Alabama,19-4093,Forest and conservation technicians,,250,8.4
01,AL,Alabama,19-4099,"Life, physical, and social science technicians, all other",,640,3.0
01,AL,Alabama,21-0000,Community and social services occupations,major,18150,2.3
01,AL,Alabama,21-1011,Substance abuse and behavioral disorder counselors,,430,10.8
01,AL,Alabama,21-1012,"Educational, vocational, and school counselors",,2970,4.5
01,AL,Alabama,21-1013,Marriage and family therapists,,110,34.0
01,AL,Alabama,21-1014,Mental health counselors,,1120,17.3
01,AL,Alabama,21-1015,Rehabilitation counselors,,820,8.3
01,AL,Alabama,21-1019,"Counselors, all other",,80,23.7
01,AL,Alabama,21-1021,"Child, family, and school social workers",,4170,4.1
01,AL,Alabama,21-1022,Medical and public health social workers,,0,0
01,AL,Alabama,21-1023,Mental health and substance abuse social workers,,970,20.1
01,AL,Alabama,21-1029,"Social workers, all other",,530,10.6
01,AL,Alabama,21-1091,Health educators,,280,14.7
01,AL,Alabama,21-1092,Probation officers and correctional treatment specialists,,720,3.8
01,AL,Alabama,21-1093,Social and human service assistants,,3480,5.2
01,AL,Alabama,21-1099,"Community and social service specialists, all other",,480,23.1
01,AL,Alabama,21-2011,Clergy,,340,9.2
01,AL,Alabama,23-0000,Legal occupations,major,10160,4.6
01,AL,Alabama,23-1011,Lawyers,,5780,4.5
01,AL,Alabama,23-1021,"Administrative law judges, adjudicators, and hearing officers",,100,5.2
01,AL,Alabama,23-1023,"Judges, magistrate judges, and magistrates",,550,6.7
01,AL,Alabama,23-2011,Paralegals and legal assistants,,2480,12.1
01,AL,Alabama,23-2091,Court reporters,,180,28.5
01,AL,Alabama,23-2092,Law clerks,,120,33.4
01,AL,Alabama,23-2093,"Title examiners, abstractors, and searchers",,700,20.0
01,AL,Alabama,23-2099,"Legal support workers, all other",,210,0.5
01,AL,Alabama,25-0000,"Education, training, and library occupations",major,106540,3.2
01,AL,Alabama,25-1011,"Business teachers, postsecondary",,920,4.0
01,AL,Alabama,25-1021,"Computer science teachers, postsecondary",,490,5.4
01,AL,Alabama,25-1022,"Mathematical science teachers, postsecondary",,790,8.5
01,AL,Alabama,25-1031,"Architecture teachers, postsecondary",,120,43.7
01,AL,Alabama,25-1032,"Engineering teachers, postsecondary",,810,33.9
01,AL,Alabama,25-1041,"Agricultural sciences teachers, postsecondary",,470,48.7
01,AL,Alabama,25-1043,"Forestry and conservation science teachers, postsecondary",,0,0
01,AL,Alabama,25-1051,"Atmospheric, earth, marine, and space sciences teachers, postsecondary",,100,5.9
01,AL,Alabama,25-1052,"Chemistry teachers, postsecondary",,260,20.2
01,AL,Alabama,25-1054,"Physics teachers, postsecondary",,180,23.9
01,AL,Alabama,25-1063,"Economics teachers, postsecondary",,240,21.7
01,AL,Alabama,25-1064,"Geography teachers, postsecondary",,70,37.2
01,AL,Alabama,25-1065,"Political science teachers, postsecondary",,150,19.4
01,AL,Alabama,25-1066,"Psychology teachers, postsecondary",,420,7.8
01,AL,Alabama,25-1067,"Sociology teachers, postsecondary",,220,30.9
01,AL,Alabama,25-1071,"Health specialties teachers, postsecondary",,1240,21.7
01,AL,Alabama,25-1072,"Nursing instructors and teachers, postsecondary",,680,7.9
01,AL,Alabama,25-1081,"Education teachers, postsecondary",,770,14.1
01,AL,Alabama,25-1082,"Library science teachers, postsecondary",,110,2.3
01,AL,Alabama,25-1111,"Criminal justice and law enforcement teachers, postsecondary",,0,0
01,AL,Alabama,25-1112,"Law teachers, postsecondary",,0,0
01,AL,Alabama,25-1113,"Social work teachers, postsecondary",,90,3.6
01,AL,Alabama,25-1121,"Art, drama, and music teachers, postsecondary",,700,11.0
01,AL,Alabama,25-1122,"Communications teachers, postsecondary",,310,15.8
01,AL,Alabama,25-1123,"English language and literature teachers, postsecondary",,1170,4.5
01,AL,Alabama,25-1124,"Foreign language and literature teachers, postsecondary",,320,39.2
01,AL,Alabama,25-1125,"History teachers, postsecondary",,480,6.3
01,AL,Alabama,25-1126,"Philosophy and religion teachers, postsecondary",,200,5.4
01,AL,Alabama,25-1191,Graduate teaching assistants,,180,5.7
01,AL,Alabama,25-1192,"Home economics teachers, postsecondary",,110,1.2
01,AL,Alabama,25-1193,"Recreation and fitness studies teachers, postsecondary",,280,22.6
01,AL,Alabama,25-1194,"Vocational education teachers, postsecondary",,1590,7.5
01,AL,Alabama,25-1199,"Postsecondary teachers, all other",,2020,8.3
01,AL,Alabama,25-2011,"Preschool teachers, except special education",,3170,12.3
01,AL,Alabama,25-2012,"Kindergarten teachers, except special education",,2950,6.7
01,AL,Alabama,25-2021,"Elementary school teachers, except special education",,19340,4.7
01,AL,Alabama,25-2022,"Middle school teachers, except special and vocational education",,10070,7.4
01,AL,Alabama,25-2023,"Vocational education teachers, middle school",,180,13.4
01,AL,Alabama,25-2031,"Secondary school teachers, except special and vocational education",,12440,4.2
01,AL,Alabama,25-2032,"Vocational education teachers, secondary school",,1620,21.0
01,AL,Alabama,25-2041,"Special education teachers, preschool, kindergarten, and elementary school",,2100,7.2
01,AL,Alabama,25-2042,"Special education teachers, middle school",,1090,11.5
01,AL,Alabama,25-2043,"Special education teachers, secondary school",,1270,5.6
01,AL,Alabama,25-3011,"Adult literacy, remedial education, and GED teachers and instructors",,810,15.0
01,AL,Alabama,25-3021,Self-enrichment education teachers,,1280,8.0
01,AL,Alabama,25-3099,"Teachers and instructors, all other",,7810,3.7
01,AL,Alabama,25-4011,Archivists,,50,9.3
01,AL,Alabama,25-4012,Curators,,100,13.9
01,AL,Alabama,25-4013,Museum technicians and conservators,,60,7.8
01,AL,Alabama,25-4021,Librarians,,2320,5.5
01,AL,Alabama,25-4031,Library technicians,,1270,9.4
01,AL,Alabama,25-9011,Audio-visual collections specialists,,60,14.3
01,AL,Alabama,25-9021,Farm and home management advisors,,940,33.7
01,AL,Alabama,25-9031,Instructional coordinators,,1180,4.3
01,AL,Alabama,25-9041,Teacher assistants,,17940,13.1
01,AL,Alabama,25-9099,"Education, training, and library workers, all other",,1750,11.4
01,AL,Alabama,27-0000,"Arts, design, entertainment, sports, and media occupations",major,17840,5.7
01,AL,Alabama,27-1011,Art directors,,220,24.1
01,AL,Alabama,27-1012,Craft artists,,170,19.5
01,AL,Alabama,27-1013,"Fine artists, including painters, sculptors, and illustrators",,110,24.4
01,AL,Alabama,27-1019,"Artists and related workers, all other",,50,20.4
01,AL,Alabama,27-1021,Commercial and industrial designers,,180,18.4
01,AL,Alabama,27-1023,Floral designers,,1140,7.9
01,AL,Alabama,27-1024,Graphic designers,,1690,8.6
01,AL,Alabama,27-1025,Interior designers,,360,22.9
01,AL,Alabama,27-1026,Merchandise displayers and window trimmers,,1380,12.0
01,AL,Alabama,27-1029,"Designers, all other",,60,9.8
01,AL,Alabama,27-2011,Actors,,210,45.0
01,AL,Alabama,27-2012,Producers and directors,,460,11.7
01,AL,Alabama,27-2021,Athletes and sports competitors,,80,41.3
01,AL,Alabama,27-2022,Coaches and scouts,,2730,31.9
01,AL,Alabama,27-2031,Dancers,,0,0
01,AL,Alabama,27-2032,Choreographers,,420,21.1
01,AL,Alabama,27-2042,Musicians and singers,,220,18.3
01,AL,Alabama,27-2099,"Entertainers and performers, sports and related workers, all other",,60,36.6
01,AL,Alabama,27-3011,Radio and television announcers,,790,8.8
01,AL,Alabama,27-3012,Public address system and other announcers,,80,36.1
01,AL,Alabama,27-3021,Broadcast news analysts,,130,13.8
01,AL,Alabama,27-3022,Reporters and correspondents,,900,17.7
01,AL,Alabama,27-3031,Public relations specialists,,1990,5.9
01,AL,Alabama,27-3041,Editors,,1000,11.9
01,AL,Alabama,27-3042,Technical writers,,540,10.6
01,AL,Alabama,27-3043,Writers and authors,,450,21.6
01,AL,Alabama,27-3091,Interpreters and translators,,130,13.3
01,AL,Alabama,27-3099,"Media and communication workers, all other",,70,25.6
01,AL,Alabama,27-4011,Audio and video equipment technicians,,330,23.8
01,AL,Alabama,27-4012,Broadcast technicians,,420,13.1
01,AL,Alabama,27-4013,Radio operators,,80,0.0
01,AL,Alabama,27-4014,Sound engineering technicians,,50,27.9
01,AL,Alabama,27-4021,Photographers,,690,20.3
01,AL,Alabama,27-4031,"Camera operators, television, video, and motion picture",,210,16.4
01,AL,Alabama,27-4032,Film and video editors,,130,21.4
01,AL,Alabama,27-4099,"Media and communication equipment workers, all other",,70,0.0
01,AL,Alabama,29-0000,Healthcare practitioners and technical occupations,major,108640,2.7
01,AL,Alabama,29-1011,Chiropractors,,280,29.4
01,AL,Alabama,29-1021,"Dentists, general",,850,15.8
01,AL,Alabama,29-1022,Oral and maxillofacial surgeons,,60,40.7
01,AL,Alabama,29-1023,Orthodontists,,70,32.1
01,AL,Alabama,29-1031,Dietitians and nutritionists,,620,4.9
01,AL,Alabama,29-1041,Optometrists,,300,33.3
01,AL,Alabama,29-1051,Pharmacists,,4360,3.7
01,AL,Alabama,29-1061,Anesthesiologists,,490,43.7
01,AL,Alabama,29-1062,Family and general practitioners,,990,22.8
01,AL,Alabama,29-1063,"Internists, general",,570,18.3
01,AL,Alabama,29-1064,Obstetricians and gynecologists,,270,30.9
01,AL,Alabama,29-1065,"Pediatricians, general",,560,21.8
01,AL,Alabama,29-1066,Psychiatrists,,140,16.1
01,AL,Alabama,29-1067,Surgeons,,810,20.1
01,AL,Alabama,29-1069,"Physicians and surgeons, all other",,2620,6.5
01,AL,Alabama,29-1071,Physician assistants,,540,21.4
01,AL,Alabama,29-1081,Podiatrists,,60,26.6
01,AL,Alabama,29-1111,Registered nurses,,40010,4.0
01,AL,Alabama,29-1121,Audiologists,,120,24.9
01,AL,Alabama,29-1122,Occupational therapists,,790,8.1
01,AL,Alabama,29-1123,Physical therapists,,1740,6.6
01,AL,Alabama,29-1124,Radiation therapists,,200,12.9
01,AL,Alabama,29-1125,Recreational therapists,,320,7.7
01,AL,Alabama,29-1126,Respiratory therapists,,0,0
01,AL,Alabama,29-1127,Speech-language pathologists,,830,4.5
01,AL,Alabama,29-1129,"Therapists, all other",,0,0
01,AL,Alabama,29-1131,Veterinarians,,660,11.0
01,AL,Alabama,29-1199,"Health diagnosing and treating practitioners, all other",,550,12.5
01,AL,Alabama,29-2011,Medical and clinical laboratory technologists,,2260,3.6
01,AL,Alabama,29-2012,Medical and clinical laboratory technicians,,2350,5.4
01,AL,Alabama,29-2021,Dental hygienists,,2870,7.1
01,AL,Alabama,29-2031,Cardiovascular technologists and technicians,,850,7.6
01,AL,Alabama,29-2032,Diagnostic medical sonographers,,770,6.1
01,AL,Alabama,29-2033,Nuclear medicine technologists,,370,15.9
01,AL,Alabama,29-2034,Radiologic technologists and technicians,,3210,4.5
01,AL,Alabama,29-2041,Emergency medical technicians and paramedics,,2830,7.0
01,AL,Alabama,29-2051,Dietetic technicians,,270,20.0
01,AL,Alabama,29-2052,Pharmacy technicians,,5810,4.1
01,AL,Alabama,29-2053,Psychiatric technicians,,610,26.5
01,AL,Alabama,29-2054,Respiratory therapy technicians,,580,6.1
01,AL,Alabama,29-2055,Surgical technologists,,1490,4.7
01,AL,Alabama,29-2056,Veterinary technologists and technicians,,940,10.6
01,AL,Alabama,29-2061,Licensed practical and licensed vocational nurses,,15020,4.3
01,AL,Alabama,29-2071,Medical records and health information technicians,,3040,5.7
01,AL,Alabama,29-2081,"Opticians, dispensing",,860,14.8
01,AL,Alabama,29-2091,Orthotists and prosthetists,,60,27.2
01,AL,Alabama,29-2099,"Health technologists and technicians, all other",,750,7.7
01,AL,Alabama,29-9011,Occupational health and safety specialists,,760,9.9
01,AL,Alabama,29-9012,Occupational health and safety technicians,,190,35.3
01,AL,Alabama,29-9091,Athletic trainers,,140,8.9
01,AL,Alabama,29-9099,"Healthcare practitioners and technical workers, all other",,640,13.4
01,AL,Alabama,31-0000,Healthcare support occupations,major,47670,2.2
01,AL,Alabama,31-1011,Home health aides,,9250,5.3
01,AL,Alabama,31-1012,"Nursing aides, orderlies, and attendants",,20750,3.8
01,AL,Alabama,31-1013,Psychiatric aides,,960,10.6
01,AL,Alabama,31-2011,Occupational therapist assistants,,230,13.6
01,AL,Alabama,31-2012,Occupational therapist aides,,30,15.1
01,AL,Alabama,31-2021,Physical therapist assistants,,1230,7.5
01,AL,Alabama,31-2022,Physical therapist aides,,560,10.7
01,AL,Alabama,31-9011,Massage therapists,,170,37.5
01,AL,Alabama,31-9091,Dental assistants,,2870,7.1
01,AL,Alabama,31-9092,Medical assistants,,5140,7.6
01,AL,Alabama,31-9093,Medical equipment preparers,,840,4.1
01,AL,Alabama,31-9094,Medical transcriptionists,,1600,7.6
01,AL,Alabama,31-9095,Pharmacy aides,,800,15.5
01,AL,Alabama,31-9096,Veterinary assistants and laboratory animal caretakers,,1480,7.3
01,AL,Alabama,31-9099,"Healthcare support workers, all other",,1770,6.2
01,AL,Alabama,33-0000,Protective service occupations,major,41830,3.6
01,AL,Alabama,33-1011,First-line supervisors/managers of correctional officers,,360,2.8
01,AL,Alabama,33-1012,First-line supervisors/managers of police and detectives,,880,6.6
01,AL,Alabama,33-1021,First-line supervisors/managers of fire fighting and prevention workers,,540,5.9
01,AL,Alabama,33-1099,"First-line supervisors/managers, protective service workers, all other",,630,11.2
01,AL,Alabama,33-2011,Fire fighters,,4760,10.8
01,AL,Alabama,33-2021,Fire inspectors and investigators,,0,0
01,AL,Alabama,33-2022,Forest fire inspectors and prevention specialists,,70,0.0
01,AL,Alabama,33-3011,Bailiffs,,50,17.5
01,AL,Alabama,33-3012,Correctional officers and jailers,,5630,2.7
01,AL,Alabama,33-3021,Detectives and criminal investigators,,1270,5.3
01,AL,Alabama,33-3031,Fish and game wardens,,300,0.0
01,AL,Alabama,33-3041,Parking enforcement workers,,60,31.7
01,AL,Alabama,33-3051,Police and sheriff's patrol officers,,9610,6.6
01,AL,Alabama,33-9011,Animal control workers,,210,7.2
01,AL,Alabama,33-9021,Private detectives and investigators,,640,37.8
01,AL,Alabama,33-9031,Gaming surveillance officers and gaming investigators,,40,29.0
01,AL,Alabama,33-9032,Security guards,,13920,3.9
01,AL,Alabama,33-9091,Crossing guards,,760,12.0
01,AL,Alabama,33-9092,"Lifeguards, ski patrol, and other recreational protective service workers",,1070,14.9
01,AL,Alabama,33-9099,"Protective service workers, all other",,690,1.9
01,AL,Alabama,35-0000,Food preparation and serving related occupations,major,152840,1.2
01,AL,Alabama,35-1011,Chefs and head cooks,,790,12.4
01,AL,Alabama,35-1012,First-line supervisors/managers of food preparation and serving workers,,14240,2.5
01,AL,Alabama,35-2011,"Cooks, fast food",,10460,6.6
01,AL,Alabama,35-2012,"Cooks, institution and cafeteria",,9150,3.8
01,AL,Alabama,35-2014,"Cooks, restaurant",,10030,5.9
01,AL,Alabama,35-2015,"Cooks, short order",,2940,12.2
01,AL,Alabama,35-2019,"Cooks, all other",,0,0
01,AL,Alabama,35-2021,Food preparation workers,,10500,5.8
01,AL,Alabama,35-3011,Bartenders,,3100,9.2
01,AL,Alabama,35-3021,"Combined food preparation and serving workers, including fast food",,45180,3.8
01,AL,Alabama,35-3022,"Counter attendants, cafeteria, food concession, and coffee shop",,3570,9.7
01,AL,Alabama,35-3031,Waiters and waitresses,,28310,4.0
01,AL,Alabama,35-3041,"Food servers, nonrestaurant",,1860,11.2
01,AL,Alabama,35-9011,Dining room and cafeteria attendants and bartender helpers,,2830,8.8
01,AL,Alabama,35-9021,Dishwashers,,5660,5.5
01,AL,Alabama,35-9031,"Hosts and hostesses, restaurant, lounge, and coffee shop",,3900,8.1
01,AL,Alabama,35-9099,"Food preparation and serving related workers, all other",,90,15.3
01,AL,Alabama,37-0000,Building and grounds cleaning and maintenance occupations,major,55020,1.6
01,AL,Alabama,37-1011,First-line supervisors/managers of housekeeping and janitorial workers,,2070,4.3
01,AL,Alabama,37-1012,"First-line supervisors/managers of landscaping, lawn service, and groundskeeping workers",,1970,5.1
01,AL,Alabama,37-2011,"Janitors and cleaners, except maids and housekeeping cleaners",,26160,2.5
01,AL,Alabama,37-2012,Maids and housekeeping cleaners,,11260,2.6
01,AL,Alabama,37-2019,"Building cleaning workers, all other",,260,33.1
01,AL,Alabama,37-2021,Pest control workers,,1870,8.2
01,AL,Alabama,37-3011,Landscaping and groundskeeping workers,,9630,3.7
01,AL,Alabama,37-3012,"Pesticide handlers, sprayers, and applicators, vegetation",,360,22.7
01,AL,Alabama,37-3013,Tree trimmers and pruners,,1130,23.1
01,AL,Alabama,37-3019,"Grounds maintenance workers, all other",,310,15.4
01,AL,Alabama,39-0000,Personal care and service occupations,major,31580,3.0
01,AL,Alabama,39-1011,Gaming supervisors,,60,27.1
01,AL,Alabama,39-1021,First-line supervisors/managers of personal service workers,,1820,7.8
01,AL,Alabama,39-2011,Animal trainers,,0,0
01,AL,Alabama,39-2021,Nonfarm animal caretakers,,1050,11.1
01,AL,Alabama,39-3012,Gaming and sports book writers and runners,,120,19.7
01,AL,Alabama,39-3019,"Gaming service workers, all other",,150,32.8
01,AL,Alabama,39-3021,Motion picture projectionists,,120,30.5
01,AL,Alabama,39-3031,"Ushers, lobby attendants, and ticket takers",,660,33.2
01,AL,Alabama,39-3091,Amusement and recreation attendants,,2970,8.2
01,AL,Alabama,39-3092,Costume attendants,,40,44.9
01,AL,Alabama,39-3093,"Locker room, coatroom, and dressing room attendants",,210,6.2
01,AL,Alabama,39-4011,Embalmers,,210,15.2
01,AL,Alabama,39-4021,Funeral attendants,,590,12.0
01,AL,Alabama,39-5011,Barbers,,0,0
01,AL,Alabama,39-5012,"Hairdressers, hairstylists, and cosmetologists",,2960,7.5
01,AL,Alabama,39-5092,Manicurists and pedicurists,,410,40.8
01,AL,Alabama,39-5093,Shampooers,,410,21.3
01,AL,Alabama,39-5094,Skin care specialists,,230,38.0
01,AL,Alabama,39-6011,Baggage porters and bellhops,,160,33.3
01,AL,Alabama,39-6021,Tour guides and escorts,,90,12.1
01,AL,Alabama,39-9011,Child care workers,,9520,5.9
01,AL,Alabama,39-9021,Personal and home care aides,,2210,12.8
