AREA,ST,STATE,OCC_CODE,OCC_TITLE,OCC_GROUP,TOT_EMP,EMP_PRSE
01,AL,Alabama,15-1133,"Software Developers, Systems Software",detailed,3840,9.3
01,AL,Alabama,15-1134,Web Developers,detailed,610,10.2
01,AL,Alabama,15-1141,Database Administrators,detailed,2010,5.6
01,AL,Alabama,15-1142,Network and Computer Systems Administrators,detailed,4850,3.9
01,AL,Alabama,15-1143,Computer Network Architects,detailed,820,9.1
01,AL,Alabama,15-1151,Computer User Support Specialists,detailed,7180,4.1
01,AL,Alabama,15-1152,Computer Network Support Specialists,detailed,1250,9.8
01,AL,Alabama,15-1199,"Computer Occupations, All Other",detailed,1660,1.2
01,AL,Alabama,15-2011,Actuaries,detailed,50,15.9
01,AL,Alabama,15-2031,Operations Research Analysts,detailed,860,10.7
01,AL,Alabama,15-2041,Statisticians,detailed,250,5.5
01,AL,Alabama,17-0000,Architecture and Engineering Occupations,major,40930,1.9
01,AL,Alabama,17-1011,"Architects, Except Landscape and Naval",detailed,920,7.2
01,AL,Alabama,17-1012,Landscape Architects,detailed,60,13.3
01,AL,Alabama,17-1021,Cartographers and Photogrammetrists,detailed,240,8.0
01,AL,Alabama,17-1022,Surveyors,detailed,670,8.3
01,AL,Alabama,17-2011,Aerospace Engineers,detailed,2770,4.8
01,AL,Alabama,17-2031,Biomedical Engineers,detailed,70,30.2
01,AL,Alabama,17-2041,Chemical Engineers,detailed,580,16.9
01,AL,Alabama,17-2051,Civil Engineers,detailed,3440,2.9
01,AL,Alabama,17-2061,Computer Hardware Engineers,detailed,1080,6.6
01,AL,Alabama,17-2071,Electrical Engineers,detailed,5290,7.8
01,AL,Alabama,17-2072,"Electronics Engineers, Except Computer",detailed,1970,9.0
01,AL,Alabama,17-2081,Environmental Engineers,detailed,870,11.4
01,AL,Alabama,17-2111,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",detailed,480,5.3
01,AL,Alabama,17-2112,Industrial Engineers,detailed,4290,5.6
01,AL,Alabama,17-2121,Marine Engineers and Naval Architects,detailed,150,7.1
01,AL,Alabama,17-2131,Materials Engineers,detailed,510,8.5
01,AL,Alabama,17-2141,Mechanical Engineers,detailed,3710,4.3
01,AL,Alabama,17-2151,"Mining and Geological Engineers, Including Mining Safety Engineers",detailed,180,18.7
01,AL,Alabama,17-2161,Nuclear Engineers,detailed,240,0.8
01,AL,Alabama,17-2171,Petroleum Engineers,detailed,90,45.7
01,AL,Alabama,17-2199,"Engineers, All Other",detailed,3870,3.9
01,AL,Alabama,17-3011,Architectural and Civil Drafters,detailed,1040,8.0
01,AL,Alabama,17-3012,Electrical and Electronics Drafters,detailed,480,24.5
01,AL,Alabama,17-3013,Mechanical Drafters,detailed,860,9.4
01,AL,Alabama,17-3019,"Drafters, All Other",detailed,290,16.1
01,AL,Alabama,17-3021,Aerospace Engineering and Operations Technicians,detailed,210,27.2
01,AL,Alabama,17-3022,Civil Engineering Technicians,detailed,1110,4.4
01,AL,Alabama,17-3023,Electrical and Electronics Engineering Technicians,detailed,1750,5.9
01,AL,Alabama,17-3024,Electro-Mechanical Technicians,detailed,90,23.9
01,AL,Alabama,17-3025,Environmental Engineering Technicians,detailed,570,20.2
01,AL,Alabama,17-3026,Industrial Engineering Technicians,detailed,900,5.6
01,AL,Alabama,17-3027,Mechanical Engineering Technicians,detailed,620,12.0
01,AL,Alabama,17-3029,"Engineering Technicians, Except Drafters, All Other",detailed,660,6.9
01,AL,Alabama,17-3031,Surveying and Mapping Technicians,detailed,880,8.8
01,AL,Alabama,19-0000,"Life, Physical, and Social Science Occupations",major,9660,2.7
01,AL,Alabama,19-1013,Soil and Plant Scientists,detailed,60,6.6
01,AL,Alabama,19-1022,Microbiologists,detailed,140,5.7
01,AL,Alabama,19-1023,Zoologists and Wildlife Biologists,detailed,100,6.9
01,AL,Alabama,19-1031,Conservation Scientists,detailed,110,0.0
01,AL,Alabama,19-1032,Foresters,detailed,330,21.7
01,AL,Alabama,19-1041,Epidemiologists,detailed,40,0.0
01,AL,Alabama,19-1042,"Medical Scientists, Except Epidemiologists",detailed,560,0.9
01,AL,Alabama,19-1099,"Life Scientists, All Other",detailed,100,1.7
01,AL,Alabama,19-2012,Physicists,detailed,160,6.5
01,AL,Alabama,19-2021,Atmospheric and Space Scientists,detailed,100,11.6
01,AL,Alabama,19-2031,Chemists,detailed,810,10.3
01,AL,Alabama,19-2041,"Environmental Scientists and Specialists, Including Health",detailed,1050,5.1
01,AL,Alabama,19-2042,"Geoscientists, Except Hydrologists and Geographers",detailed,310,10.1
01,AL,Alabama,19-2099,"Physical Scientists, All Other",detailed,180,0.0
01,AL,Alabama,19-3011,Economists,detailed,40,13.9
01,AL,Alabama,19-3031,"Clinical, Counseling, and School Psychologists",detailed,800,12.9
01,AL,Alabama,19-3039,"Psychologists, All Other",detailed,120,2.3
01,AL,Alabama,19-3051,Urban and Regional Planners,detailed,330,11.6
01,AL,Alabama,19-3091,Anthropologists and Archeologists,detailed,50,20.9
01,AL,Alabama,19-3093,Historians,detailed,60,1.8
01,AL,Alabama,19-3099,"Social Scientists and Related Workers, All Other",detailed,210,1.8
01,AL,Alabama,19-4011,Agricultural and Food Science Technicians,detailed,110,1.5
01,AL,Alabama,19-4021,Biological Technicians,detailed,780,1.1
01,AL,Alabama,19-4031,Chemical Technicians,detailed,940,9.3
01,AL,Alabama,19-4041,Geological and Petroleum Technicians,detailed,50,13.8
01,AL,Alabama,19-4051,Nuclear Technicians,detailed,150,22.6
01,AL,Alabama,19-4091,"Environmental Science and Protection Technicians, Including Health",detailed,660,14.3
01,AL,Alabama,19-4092,Forensic Science Technicians,detailed,70,3.9
01,AL,Alabama,19-4093,Forest and Conservation Technicians,detailed,210,0.0
01,AL,Alabama,19-4099,"Life, Physical, and Social Science Technicians, All Other",detailed,600,5.8
01,AL,Alabama,21-0000,Community and Social Service Occupations,major,16920,2.2
01,AL,Alabama,21-1011,Substance Abuse and Behavioral Disorder Counselors,detailed,640,11.8
01,AL,Alabama,21-1012,"Educational, Guidance, School, and Vocational Counselors",detailed,3090,4.7
01,AL,Alabama,21-1013,Marriage and Family Therapists,detailed,180,28.5
01,AL,Alabama,21-1014,Mental Health Counselors,detailed,790,17.1
01,AL,Alabama,21-1015,Rehabilitation Counselors,detailed,710,9.4
01,AL,Alabama,21-1019,"Counselors, All Other",detailed,60,15.3
01,AL,Alabama,21-1021,"Child, Family, and School Social Workers",detailed,3770,2.7
01,AL,Alabama,21-1022,Healthcare Social Workers,detailed,2290,4.1
01,AL,Alabama,21-1023,Mental Health and Substance Abuse Social Workers,detailed,1160,7.7
01,AL,Alabama,21-1029,"Social Workers, All Other",detailed,300,5.7
01,AL,Alabama,21-1091,Health Educators,detailed,270,10.9
01,AL,Alabama,21-1092,Probation Officers and Correctional Treatment Specialists,detailed,1130,4.7
01,AL,Alabama,21-1093,Social and Human Service Assistants,detailed,1530,8.5
01,AL,Alabama,21-1094,Community Health Workers,detailed,380,12.5
01,AL,Alabama,21-1099,"Community and Social Service Specialists, All Other",detailed,140,40.4
01,AL,Alabama,21-2011,Clergy,detailed,390,11.6
01,AL,Alabama,21-2021,"Directors, Religious Activities and Education",detailed,60,14.4
01,AL,Alabama,23-0000,Legal Occupations,major,9570,3.5
01,AL,Alabama,23-1011,Lawyers,detailed,5420,4.0
01,AL,Alabama,23-1021,"Administrative Law Judges, Adjudicators, and Hearing Officers",detailed,110,5.8
01,AL,Alabama,23-1022,"Arbitrators, Mediators, and Conciliators",detailed,50,2.8
01,AL,Alabama,23-1023,"Judges, Magistrate Judges, and Magistrates",detailed,440,6.2
01,AL,Alabama,23-2011,Paralegals and Legal Assistants,detailed,2800,6.4
01,AL,Alabama,23-2091,Court Reporters,detailed,330,5.5
01,AL,Alabama,23-2093,"Title Examiners, Abstractors, and Searchers",detailed,240,21.4
01,AL,Alabama,23-2099,"Legal Support Workers, All Other",detailed,170,1.2
01,AL,Alabama,25-0000,"Education, Training, and Library Occupations",major,110690,1.6
01,AL,Alabama,25-1011,"Business Teachers, Postsecondary",detailed,1330,15.0
01,AL,Alabama,25-1021,"Computer Science Teachers, Postsecondary",detailed,0,0
01,AL,Alabama,25-1022,"Mathematical Science Teachers, Postsecondary",detailed,760,6.8
01,AL,Alabama,25-1031,"Architecture Teachers, Postsecondary",detailed,120,0.0
01,AL,Alabama,25-1032,"Engineering Teachers, Postsecondary",detailed,540,3.4
01,AL,Alabama,25-1041,"Agricultural Sciences Teachers, Postsecondary",detailed,210,0.5
01,AL,Alabama,25-1042,"Biological Science Teachers, Postsecondary",detailed,1860,1.9
01,AL,Alabama,25-1043,"Forestry and Conservation Science Teachers, Postsecondary",detailed,60,0.0
01,AL,Alabama,25-1051,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",detailed,40,4.1
01,AL,Alabama,25-1052,"Chemistry Teachers, Postsecondary",detailed,260,3.2
01,AL,Alabama,25-1053,"Environmental Science Teachers, Postsecondary",detailed,60,3.9
01,AL,Alabama,25-1054,"Physics Teachers, Postsecondary",detailed,180,3.8
01,AL,Alabama,25-1063,"Economics Teachers, Postsecondary",detailed,140,5.7
01,AL,Alabama,25-1064,"Geography Teachers, Postsecondary",detailed,50,4.7
01,AL,Alabama,25-1065,"Political Science Teachers, Postsecondary",detailed,170,7.0
01,AL,Alabama,25-1066,"Psychology Teachers, Postsecondary",detailed,460,13.0
01,AL,Alabama,25-1067,"Sociology Teachers, Postsecondary",detailed,150,6.0
01,AL,Alabama,25-1071,"Health Specialties Teachers, Postsecondary",detailed,2040,4.7
01,AL,Alabama,25-1072,"Nursing Instructors and Teachers, Postsecondary",detailed,970,8.3
01,AL,Alabama,25-1081,"Education Teachers, Postsecondary",detailed,960,5.3
01,AL,Alabama,25-1082,"Library Science Teachers, Postsecondary",detailed,150,7.0
01,AL,Alabama,25-1111,"Criminal Justice and Law Enforcement Teachers, Postsecondary",detailed,190,17.5
01,AL,Alabama,25-1113,"Social Work Teachers, Postsecondary",detailed,90,8.0
01,AL,Alabama,25-1121,"Art, Drama, and Music Teachers, Postsecondary",detailed,730,5.7
01,AL,Alabama,25-1122,"Communications Teachers, Postsecondary",detailed,330,3.9
01,AL,Alabama,25-1123,"English Language and Literature Teachers, Postsecondary",detailed,1040,6.8
01,AL,Alabama,25-1124,"Foreign Language and Literature Teachers, Postsecondary",detailed,210,4.4
01,AL,Alabama,25-1125,"History Teachers, Postsecondary",detailed,380,6.5
01,AL,Alabama,25-1126,"Philosophy and Religion Teachers, Postsecondary",detailed,180,4.8
01,AL,Alabama,25-1191,Graduate Teaching Assistants,detailed,110,1.2
01,AL,Alabama,25-1192,"Home Economics Teachers, Postsecondary",detailed,200,2.1
01,AL,Alabama,25-1193,"Recreation and Fitness Studies Teachers, Postsecondary",detailed,230,8.4
01,AL,Alabama,25-1194,"Vocational Education Teachers, Postsecondary",detailed,2740,10.8
01,AL,Alabama,25-1199,"Postsecondary Teachers, All Other",detailed,1820,5.2
01,AL,Alabama,25-2011,"Preschool Teachers, Except Special Education",detailed,2050,14.3
01,AL,Alabama,25-2012,"Kindergarten Teachers, Except Special Education",detailed,2170,12.1
01,AL,Alabama,25-2021,"Elementary School Teachers, Except Special Education",detailed,21350,7.0
01,AL,Alabama,25-2022,"Middle School Teachers, Except Special and Career/Technical Education",detailed,9000,13.3
01,AL,Alabama,25-2023,"Career/Technical Education Teachers, Middle School",detailed,210,33.4
01,AL,Alabama,25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",detailed,13900,11.7
01,AL,Alabama,25-2032,"Career/Technical Education Teachers, Secondary School",detailed,1200,20.0
01,AL,Alabama,25-2051,"Special Education Teachers, Preschool",detailed,60,33.7
01,AL,Alabama,25-2052,"Special Education Teachers, Kindergarten and Elementary School",detailed,1750,10.7
01,AL,Alabama,25-2053,"Special Education Teachers, Middle School",detailed,530,15.2
01,AL,Alabama,25-2054,"Special Education Teachers, Secondary School",detailed,1000,11.6
01,AL,Alabama,25-2059,"Special Education Teachers, All Other",detailed,90,0.0
01,AL,Alabama,25-3011,Adult Basic and Secondary Education and Literacy Teachers and Instructors,detailed,820,19.6
01,AL,Alabama,25-3021,Self-Enrichment Education Teachers,detailed,2360,8.8
01,AL,Alabama,25-3098,Substitute Teachers,detailed,17480,9.0
01,AL,Alabama,25-3099,"Teachers and Instructors, All Other, Except Substitute Teachers",detailed,2600,6.5
01,AL,Alabama,25-4011,Archivists,detailed,50,1.9
01,AL,Alabama,25-4012,Curators,detailed,110,12.7
01,AL,Alabama,25-4013,Museum Technicians and Conservators,detailed,50,7.0
01,AL,Alabama,25-4021,Librarians,detailed,1830,4.0
01,AL,Alabama,25-4031,Library Technicians,detailed,1080,5.0
01,AL,Alabama,25-9011,Audio-Visual and Multimedia Collections Specialists,detailed,30,37.9
01,AL,Alabama,25-9021,Farm and Home Management Advisors,detailed,790,6.9
01,AL,Alabama,25-9031,Instructional Coordinators,detailed,1030,11.0
01,AL,Alabama,25-9041,Teacher Assistants,detailed,8820,5.8
01,AL,Alabama,25-9099,"Education, Training, and Library Workers, All Other",detailed,280,8.8
01,AL,Alabama,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,16590,4.7
01,AL,Alabama,27-1011,Art Directors,detailed,180,13.8
01,AL,Alabama,27-1012,Craft Artists,detailed,120,22.5
01,AL,Alabama,27-1014,Multimedia Artists and Animators,detailed,90,20.0
01,AL,Alabama,27-1021,Commercial and Industrial Designers,detailed,110,12.6
01,AL,Alabama,27-1023,Floral Designers,detailed,790,12.3
01,AL,Alabama,27-1024,Graphic Designers,detailed,1550,6.1
01,AL,Alabama,27-1025,Interior Designers,detailed,360,14.1
01,AL,Alabama,27-1026,Merchandise Displayers and Window Trimmers,detailed,2150,14.9
01,AL,Alabama,27-1027,Set and Exhibit Designers,detailed,70,29.8
01,AL,Alabama,27-1029,"Designers, All Other",detailed,0,0
01,AL,Alabama,27-2012,Producers and Directors,detailed,450,8.6
01,AL,Alabama,27-2022,Coaches and Scouts,detailed,2690,23.3
01,AL,Alabama,27-2023,"Umpires, Referees, and Other Sports Officials",detailed,90,14.8
01,AL,Alabama,27-2031,Dancers,detailed,0,0
01,AL,Alabama,27-2041,Music Directors and Composers,detailed,220,12.4
01,AL,Alabama,27-2042,Musicians and Singers,detailed,210,17.0
01,AL,Alabama,27-3011,Radio and Television Announcers,detailed,530,13.2
01,AL,Alabama,27-3012,Public Address System and Other Announcers,detailed,0,0
01,AL,Alabama,27-3021,Broadcast News Analysts,detailed,120,12.5
01,AL,Alabama,27-3022,Reporters and Correspondents,detailed,540,10.2
01,AL,Alabama,27-3031,Public Relations Specialists,detailed,2120,3.4
01,AL,Alabama,27-3041,Editors,detailed,620,10.4
01,AL,Alabama,27-3042,Technical Writers,detailed,660,7.1
01,AL,Alabama,27-3043,Writers and Authors,detailed,290,15.7
01,AL,Alabama,27-3091,Interpreters and Translators,detailed,260,22.6
01,AL,Alabama,27-4011,Audio and Video Equipment Technicians,detailed,290,11.5
01,AL,Alabama,27-4012,Broadcast Technicians,detailed,420,18.2
01,AL,Alabama,27-4014,Sound Engineering Technicians,detailed,90,30.6
01,AL,Alabama,27-4021,Photographers,detailed,710,10.2
01,AL,Alabama,27-4031,"Camera Operators, Television, Video, and Motion Picture",detailed,280,13.1
01,AL,Alabama,27-4032,Film and Video Editors,detailed,150,30.0
01,AL,Alabama,27-4099,"Media and Communication Equipment Workers, All Other",detailed,70,5.9
01,AL,Alabama,29-0000,Healthcare Practitioners and Technical Occupations,major,119780,1.8
01,AL,Alabama,29-1011,Chiropractors,detailed,340,20.9
01,AL,Alabama,29-1021,"Dentists, General",detailed,790,12.2
01,AL,Alabama,29-1023,Orthodontists,detailed,130,28.5
01,AL,Alabama,29-1029,"Dentists, All Other Specialists",detailed,40,23.6
01,AL,Alabama,29-1031,Dietitians and Nutritionists,detailed,820,14.9
01,AL,Alabama,29-1041,Optometrists,detailed,330,17.1
01,AL,Alabama,29-1051,Pharmacists,detailed,5200,3.4
01,AL,Alabama,29-1061,Anesthesiologists,detailed,650,23.0
01,AL,Alabama,29-1062,Family and General Practitioners,detailed,640,15.2
01,AL,Alabama,29-1063,"Internists, General",detailed,440,19.4
01,AL,Alabama,29-1064,Obstetricians and Gynecologists,detailed,120,27.5
01,AL,Alabama,29-1065,"Pediatricians, General",detailed,450,19.6
01,AL,Alabama,29-1066,Psychiatrists,detailed,240,23.7
01,AL,Alabama,29-1067,Surgeons,detailed,190,21.0
01,AL,Alabama,29-1069,"Physicians and Surgeons, All Other",detailed,4340,6.4
01,AL,Alabama,29-1071,Physician Assistants,detailed,400,12.3
01,AL,Alabama,29-1081,Podiatrists,detailed,90,17.0
01,AL,Alabama,29-1122,Occupational Therapists,detailed,1170,8.0
01,AL,Alabama,29-1123,Physical Therapists,detailed,2100,5.6
01,AL,Alabama,29-1124,Radiation Therapists,detailed,250,15.7
01,AL,Alabama,29-1125,Recreational Therapists,detailed,130,20.0
01,AL,Alabama,29-1126,Respiratory Therapists,detailed,2130,6.3
01,AL,Alabama,29-1127,Speech-Language Pathologists,detailed,1250,7.7
01,AL,Alabama,29-1128,Exercise Physiologists,detailed,60,8.2
01,AL,Alabama,29-1131,Veterinarians,detailed,820,7.1
01,AL,Alabama,29-1141,Registered Nurses,detailed,43600,2.8
01,AL,Alabama,29-1151,Nurse Anesthetists,detailed,1040,17.0
01,AL,Alabama,29-1171,Nurse Practitioners,detailed,1770,6.9
01,AL,Alabama,29-1181,Audiologists,detailed,170,35.6
01,AL,Alabama,29-1199,"Health Diagnosing and Treating Practitioners, All Other",detailed,1010,1.1
01,AL,Alabama,29-2011,Medical and Clinical Laboratory Technologists,detailed,2350,4.6
01,AL,Alabama,29-2012,Medical and Clinical Laboratory Technicians,detailed,2250,5.9
01,AL,Alabama,29-2021,Dental Hygienists,detailed,2590,5.5
01,AL,Alabama,29-2031,Cardiovascular Technologists and Technicians,detailed,740,5.8
01,AL,Alabama,29-2032,Diagnostic Medical Sonographers,detailed,1110,10.6
01,AL,Alabama,29-2033,Nuclear Medicine Technologists,detailed,430,11.5
01,AL,Alabama,29-2034,Radiologic Technologists,detailed,3380,4.1
01,AL,Alabama,29-2035,Magnetic Resonance Imaging Technologists,detailed,460,8.1
01,AL,Alabama,29-2041,Emergency Medical Technicians and Paramedics,detailed,3340,7.4
01,AL,Alabama,29-2051,Dietetic Technicians,detailed,180,14.4
01,AL,Alabama,29-2052,Pharmacy Technicians,detailed,7000,5.4
01,AL,Alabama,29-2053,Psychiatric Technicians,detailed,1270,11.0
01,AL,Alabama,29-2054,Respiratory Therapy Technicians,detailed,410,5.4
01,AL,Alabama,29-2055,Surgical Technologists,detailed,1790,5.8
01,AL,Alabama,29-2056,Veterinary Technologists and Technicians,detailed,880,15.5
01,AL,Alabama,29-2057,Ophthalmic Medical Technicians,detailed,380,24.9
01,AL,Alabama,29-2061,Licensed Practical and Licensed Vocational Nurses,detailed,14720,3.5
01,AL,Alabama,29-2071,Medical Records and Health Information Technicians,detailed,2560,4.0
01,AL,Alabama,29-2081,"Opticians, Dispensing",detailed,600,8.3
01,AL,Alabama,29-2091,Orthotists and Prosthetists,detailed,140,40.4
01,AL,Alabama,29-2092,Hearing Aid Specialists,detailed,0,0
01,AL,Alabama,29-2099,"Health Technologists and Technicians, All Other",detailed,530,15.9
01,AL,Alabama,29-9011,Occupational Health and Safety Specialists,detailed,880,10.1
01,AL,Alabama,29-9012,Occupational Health and Safety Technicians,detailed,130,10.9
01,AL,Alabama,29-9091,Athletic Trainers,detailed,360,16.9
01,AL,Alabama,29-9099,"Healthcare Practitioners and Technical Workers, All Other",detailed,500,14.1
01,AL,Alabama,31-0000,Healthcare Support Occupations,major,49890,2.1
01,AL,Alabama,31-1011,Home Health Aides,detailed,4880,7.5
01,AL,Alabama,31-1013,Psychiatric Aides,detailed,2050,6.6
01,AL,Alabama,31-1014,Nursing Assistants,detailed,21030,3.1
01,AL,Alabama,31-1015,Orderlies,detailed,1050,5.6
01,AL,Alabama,31-2011,Occupational Therapy Assistants,detailed,430,10.0
01,AL,Alabama,31-2012,Occupational Therapy Aides,detailed,30,35.1
01,AL,Alabama,31-2021,Physical Therapist Assistants,detailed,1870,6.2
01,AL,Alabama,31-2022,Physical Therapist Aides,detailed,690,14.4
01,AL,Alabama,31-9011,Massage Therapists,detailed,330,27.7
01,AL,Alabama,31-9091,Dental Assistants,detailed,3400,3.6
01,AL,Alabama,31-9092,Medical Assistants,detailed,6810,4.9
01,AL,Alabama,31-9093,Medical Equipment Preparers,detailed,1090,3.2
01,AL,Alabama,31-9094,Medical Transcriptionists,detailed,1190,13.6
01,AL,Alabama,31-9095,Pharmacy Aides,detailed,700,41.5
01,AL,Alabama,31-9096,Veterinary Assistants and Laboratory Animal Caretakers,detailed,1430,10.6
01,AL,Alabama,31-9097,Phlebotomists,detailed,1680,7.2
01,AL,Alabama,31-9099,"Healthcare Support Workers, All Other",detailed,1220,10.1
01,AL,Alabama,33-0000,Protective Service Occupations,major,43360,2.2
01,AL,Alabama,33-1011,First-Line Supervisors of Correctional Officers,detailed,460,1.2
01,AL,Alabama,33-1012,First-Line Supervisors of Police and Detectives,detailed,1190,3.0
01,AL,Alabama,33-1021,First-Line Supervisors of Fire Fighting and Prevention Workers,detailed,1150,2.1
01,AL,Alabama,33-1099,"First-Line Supervisors of Protective Service Workers, All Other",detailed,570,9.1
01,AL,Alabama,33-2011,Firefighters,detailed,4990,3.0
01,AL,Alabama,33-2021,Fire Inspectors and Investigators,detailed,130,3.1
01,AL,Alabama,33-2022,Forest Fire Inspectors and Prevention Specialists,detailed,60,0.0
01,AL,Alabama,33-3011,Bailiffs,detailed,60,6.2
01,AL,Alabama,33-3012,Correctional Officers and Jailers,detailed,5980,2.5
01,AL,Alabama,33-3021,Detectives and Criminal Investigators,detailed,1250,1.1
01,AL,Alabama,33-3031,Fish and Game Wardens,detailed,210,0.0
01,AL,Alabama,33-3041,Parking Enforcement Workers,detailed,50,6.4
01,AL,Alabama,33-3051,Police and Sheriff's Patrol Officers,detailed,10850,2.0
01,AL,Alabama,33-3052,Transit and Railroad Police,detailed,60,3.1
01,AL,Alabama,33-9011,Animal Control Workers,detailed,210,3.2
